2026	09	21	FJ	VU	MLN	FJ	174	172	1096	1098	64	-5	15	25	22	38	25	45	27	48	29	51
2026	09	21	NC	SB	MLN	FJ	140	179	1287	1062	79	-11	9	31	13	47	15	55	16	59	17	63
2026	09	21	DM	AI	F	DM	196	227	935	646	90	-8	2	18	3	27	3	32	4	34	4	36
2026	09	23	IQ	OM	GLF	SA	72	83	1561	1479	62	-5	15	25	23	37	27	43	29	46	31	49
2026	09	23	SA	KW	GLF	SA	65	130	1596	1318	90	-16	4	36	6	54	7	63	8	67	8	72
2026	09	23	AZ	TJ	F	AZ	128	143	1322	1284	69	-4	6	14	9	21	11	24	12	26	12	28
2026	09	23	GI	ST	F	GI	184	181	1011	1035	61	-2	8	12	12	18	14	21	15	23	16	24
2026	09	23	AG	AW	CLC	AG	200	188	895	979	52	-1	19	21	29	31	33	37	36	39	38	42
2026	09	23	BS	MF	CLC	VI	224	180	685	1042	11	15	35	5	53	7	62	8	66	9	71	9
2026	09	23	TC	MS	CLC	TC	226	191	657	972	22	11	31	9	47	13	54	16	58	17	62	18
2026	09	24	NL	DE	ENA	NL	8	13	1970	1907	72	-9	11	29	17	43	20	50	21	54	22	58
2026	09	24	NO	DK	ENA	NO	9	18	1952	1869	74	-10	10	30	16	44	18	52	19	56	21	59
2026	09	24	PT	WA	ENA	PT	6	48	1995	1682	92	-17	3	37	5	55	6	64	6	69	7	73
2026	09	24	RS	GR	ENA	RS	35	33	1734	1744	63	-5	15	25	22	38	26	44	28	47	30	50
2026	09	24	AT	IL	ENB	AT	22	54	1821	1647	83	-13	7	33	10	50	12	58	13	62	14	66
2026	09	24	KO	IE	ENB	KO	42	47	1714	1699	66	-6	14	26	20	40	24	46	26	49	27	53
2026	09	24	AD	MT	END	AD	175	148	1080	1255	39	4	24	16	36	24	42	28	45	30	49	31
2026	09	24	LI	LT	END	LI	200	145	895	1279	16	13	33	7	50	10	59	11	63	12	67	13
2026	09	24	CM	KM	FQ	CM	61	111	1614	1374	88	-15	5	35	7	53	9	61	9	66	10	70
2026	09	24	CF	MR	FQ	MA	153	126	1236	1329	37	5	25	15	38	22	44	26	47	28	50	30
2026	09	24	CG	NA	FQ	BW	158	135	1207	1303	37	5	25	15	38	22	44	26	48	27	51	29
2026	09	24	CD	GQ	FQ	CD	45	107	1704	1380	92	-17	3	37	5	55	6	64	6	69	6	74
2026	09	24	CI	GH	FQ	CI	39	68	1728	1571	81	-13	7	33	11	49	13	57	14	61	15	65
2026	09	24	LY	BW	FQ	LY	97	147	1420	1267	81	-12	8	32	11	49	13	57	14	61	15	65
2026	09	24	SL	ZW	FQ	MA	120	113	1342	1372	46	2	22	18	33	27	38	32	41	34	43	37
2026	09	24	TN	UG	FQ	TN	71	103	1562	1395	82	-13	7	33	11	49	12	58	13	62	14	66
2026	09	24	BN	LA	SEC	HK	234	218	571	712	31	8	28	12	42	18	48	22	52	23	55	25
2026	09	24	TL	MM	SEC	HK	218	181	712	1035	13	15	35	5	52	8	61	9	65	10	69	11
2026	09	24	BH	QA	GLF	SA	99	100	1414	1411	50	0	20	20	30	30	35	35	37	38	40	40
2026	09	24	AE	YE	GLF	SA	75	156	1540	1209	87	-15	5	35	8	52	9	61	10	65	10	70
2026	09	24	NC	PG	MLN	FJ	140	163	1287	1154	68	-7	13	27	19	41	22	48	24	51	25	55
2026	09	24	SB	VU	MLN	FJ	179	172	1062	1098	45	2	22	18	33	27	39	31	41	34	44	36
2026	09	24	CN	MV	F	CN	95	209	1424	800	98.5	-10	0	20	0	30	1	34	1	37	1	39
2026	09	24	JP	UY	F	JP	15	21	1888	1841	70	-4	6	14	9	21	11	24	11	26	12	28
2026	09	24	NZ	PS	FT	CN	77	85	1534	1465	60	-3	12	18	18	27	21	31	23	34	24	36
2026	09	24	KR	EC	F	KR	40	17	1723	1871	43	1	11	9	17	13	20	15	21	16	23	17
2026	09	24	UZ	IR	F	UZ	56	29	1631	1764	45	1	11	9	16	14	19	16	21	17	22	18
2026	09	24	CR	CW	CLA	CR	62	92	1609	1438	83	-13	7	33	10	50	12	58	13	62	14	66
2026	09	24	DO	NI	CLA	DO	144	125	1283	1333	57	-3	17	23	26	34	30	40	32	43	34	46
2026	09	24	HT	TT	CLA	JM	81	104	1517	1386	68	-7	13	27	19	41	22	48	24	51	26	54
2026	09	24	DM	KY	CLB	DM	196	209	935	800	79	-12	8	32	12	48	14	56	15	60	16	64
2026	09	24	GY	PR	CLB	DM	137	166	1293	1135	71	-9	11	29	17	43	20	50	22	53	23	57
2026	09	25	IT	BE	ENA	IT	18	10	1869	1947	53	-1	19	21	28	32	33	37	35	40	37	43
2026	09	25	TR	FR	ENA	TR	20	4	1852	2070	34	7	27	13	40	20	46	24	50	25	53	27
2026	09	25	GE	EI	ENB	GE	53	63	1654	1605	70	-8	12	28	18	42	21	49	22	53	24	56
2026	09	25	HU	UA	ENB	HU	43	26	1710	1780	54	-2	18	22	27	33	32	38	34	41	37	43
2026	09	25	PL	BA	ENB	PL	43	63	1710	1605	76	-11	9	31	14	46	16	54	18	57	19	61
2026	09	25	SE	RO	ENB	SE	37	55	1731	1639	75	-10	10	30	15	45	17	53	19	56	20	60
2026	09	25	AM	LV	ENC	AM	112	138	1373	1288	74	-10	10	30	15	45	18	52	19	56	21	59
2026	09	25	ME	CY	ENC	ME	87	131	1460	1314	80	-12	8	32	12	48	14	56	15	60	16	64
2026	09	25	DZ	ZM	FQ	DZ	30	114	1756	1371	94	-18	2	38	3	57	4	66	4	71	5	75
2026	09	25	BF	BJ	FQ	BF	78	101	1529	1406	78	-11	9	31	13	47	15	55	16	59	17	63
